	Gene stable ID	Gene name
817	ENSG00000238447	RNU7-134P
818	ENSG00000207076	RNU6-1113P
819	ENSG00000242912	RN7SL384P
820	ENSG00000200745	RNU1-31P
821	ENSG00000207516	SNORA41B
822	ENSG00000202182	RF00019
823	ENSG00000221241	SNORD88A
824	ENSG00000252404	RF00424
825	ENSG00000264802	MIR5191
826	ENSG00000278140	RF00026
827	ENSG00000243339	RN7SL738P
828	ENSG00000207360	RNU6-14P
829	ENSG00000221420	SNORA81
830	ENSG00000212383	RF00554
831	ENSG00000252113	RNU6-523P
832	ENSG00000221476	MIR1827
833	ENSG00000251870	RNU2-69P
834	ENSG00000199630	RF00019
835	ENSG00000278124	RN7SL186P
836	ENSG00000252074	RNU6-416P
837	ENSG00000284489	MIR6751
838	ENSG00000201405	RF00019
839	ENSG00000202231	RF00411
840	ENSG00000200146	RNU6-544P
841	ENSG00000222251	RNA5SP95
842	ENSG00000278322	MBOAT7
845	ENSG00000278378	OSCAR
850	ENSG00000201545	RNU4-85P
851	ENSG00000274755	RF00004
852	ENSG00000239211	RN7SL563P
853	ENSG00000206808	RF00019
854	ENSG00000253021	RNU6-902P
855	ENSG00000239184	RNA5SP269
856	ENSG00000200313	RNA5-8SP7
857	ENSG00000244514	RN7SL125P
858	ENSG00000200623	SNORD18A
859	ENSG00000201535	RF00019
860	ENSG00000251925	RF00156
861	ENSG00000252577	SCARNA20
862	ENSG00000199914	SNORD114-16
863	ENSG00000212224	RF00568
864	ENSG00000201907	SNORD115-38
865	ENSG00000221496	RF00012
866	ENSG00000238493	RNU6-221P
867	ENSG00000272469	RN7SL760P
868	ENSG00000200135	RF00019
869	ENSG00000222503	RF00019
870	ENSG00000221332	RF00012
871	ENSG00000200794	RN7SKP250
872	ENSG00000199944	RNU6-653P
873	ENSG00000275796	NLRP2
877	ENSG00000244232	RN7SL698P
878	ENSG00000210181	RNU6ATAC4P
879	ENSG00000242657	RN7SL581P
880	ENSG00000202191	SNORD113-1
881	ENSG00000206766	RNU6-435P
882	ENSG00000199373	RNA5SP453
883	ENSG00000274963	RN7SL600P
884	ENSG00000199363	RF00092
885	ENSG00000277242	RF00019
886	ENSG00000266672	SNORD32B
887	ENSG00000199874	RNA5SP452
888	ENSG00000212363	RF00561
889	ENSG00000206739	RF00019
890	ENSG00000252011	RF00402
891	ENSG00000251844	RF00537
892	ENSG00000252826	RNU1-92P
893	ENSG00000199929	RNA5SP405
894	ENSG00000265882	RN7SL73P
895	ENSG00000200162	RF00019
896	ENSG00000222439	RNU6-994P
897	ENSG00000274075	RF02271
898	ENSG00000201355	RNA5S14
899	ENSG00000265634	SNORD32B
900	ENSG00000274046	RF00019
901	ENSG00000199458	RNU4-35P
902	ENSG00000201358	RN7SKP193
903	ENSG00000200949	SNORD115-32
904	ENSG00000222666	RF00012
905	ENSG00000275981	AC018816.2
906	ENSG00000272533	SNORA28
907	ENSG00000212330	RNU6-244P
908	ENSG00000199405	SNORA1B
909	ENSG00000273782	RF02202
910	ENSG00000200163	SNORD115-18
911	ENSG00000272435	RNA5SP357
912	ENSG00000252587	RNA5SP422
913	ENSG00000239471	RN7SL584P
914	ENSG00000283200	MIR1206
915	ENSG00000278712	TSEN34
918	ENSG00000265510	MIR4436A
919	ENSG00000252147	RNY3P16
920	ENSG00000265422	MIR4684
921	ENSG00000206738	RF00019
922	ENSG00000274063	AL662852.3
923	ENSG00000284357	MIR34A
924	ENSG00000264024	MIR4507
925	ENSG00000244618	RN7SL334P
926	ENSG00000220988	SNORD88C
927	ENSG00000274809	MIR6078
928	ENSG00000252897	RNU6-685P
929	ENSG00000242281	RN7SL159P
930	ENSG00000211574	MIR770
931	ENSG00000263512	MIR4311
932	ENSG00000199849	RNU5F-6P
933	ENSG00000276222	RF00019
934	ENSG00000265535	RN7SL475P
935	ENSG00000207117	RF00019
936	ENSG00000222874	RN7SKP33
937	ENSG00000207041	RNU6-3P
938	ENSG00000252684	RNU6ATAC36P
939	ENSG00000212199	RNU6-127P
940	ENSG00000206639	RF00019
941	ENSG00000278643	RF02271
942	ENSG00000277707	AC012314.33
944	ENSG00000207430	RF00096
945	ENSG00000201579	RNU6-343P
946	ENSG00000281309	SURF6
948	ENSG00000274759	RNA5SP527
949	ENSG00000284360	MIR6125
950	ENSG00000252426	RNU1-107P
951	ENSG00000199755	RF00019
952	ENSG00000221628	MIR1302-4
953	ENSG00000276580	MIR8055
954	ENSG00000240772	RN7SL776P
955	ENSG00000265776	MIR3670-3
956	ENSG00000199219	RNU6-500P
957	ENSG00000212553	RF00108
958	ENSG00000200091	RN7SKP163
959	ENSG00000207156	RNU6-505P
960	ENSG00000272036	MIR139
961	ENSG00000281156	MIR3651
962	ENSG00000201807	RF00443
963	ENSG00000243548	RN7SL101P
964	ENSG00000283904	MIR155
965	ENSG00000276176	MIR6090
966	ENSG00000252955	RNU4ATAC9P
967	ENSG00000252132	RNU6-795P
968	ENSG00000201351	RF00019
969	ENSG00000278328	MIR6802
970	ENSG00000242266	RN7SL456P
971	ENSG00000207468	SNORA19
972	ENSG00000227773	ASH1L-IT1
973	ENSG00000142530	FAM71E1
979	ENSG00000232672	ACTG1P21
980	ENSG00000086967	MYBPC2
982	ENSG00000142552	RCN3
987	ENSG00000274029	AC069209.1
988	ENSG00000275433	KIR3DL3
989	ENSG00000112379	ARFGEF3
990	ENSG00000103642	LACTB
994	ENSG00000228150	AL357140.2
995	ENSG00000232144	PSAT1P2
996	ENSG00000170855	TRIAP1
998	ENSG00000233705	SLC26A4-AS1
1006	ENSG00000256695	AC003982.1
1007	ENSG00000127412	TRPV5
1010	ENSG00000248569	CRSP8P
1011	ENSG00000228092	COX6CP15
1012	ENSG00000273797	AL133445.2
1013	ENSG00000184022	OR2T10
1015	ENSG00000254106	LINC01848
1016	ENSG00000171180	OR2M4
1018	ENSG00000105732	ZNF574
1022	ENSG00000228684	HLA-DQB3
1023	ENSG00000229547	UBE2DNL
1027	ENSG00000137955	RABGGTB
1041	ENSG00000237145	MTCO3P1
1042	ENSG00000143224	PPOX
1061	ENSG00000134285	FKBP11
1074	ENSG00000165259	HDX
1080	ENSG00000258904	AL157871.5
1081	ENSG00000258504	AL157871.1
1083	ENSG00000172602	RND1
1089	ENSG00000231464	AC024937.2
1090	ENSG00000250790	AC127070.2
1091	ENSG00000163352	LENEP
1093	ENSG00000196074	SYCP2
1102	ENSG00000227671	AL390728.4
1106	ENSG00000213579	AL096829.1
1107	ENSG00000224493	AC093156.1
1108	ENSG00000260107	AC005606.1
1109	ENSG00000271187	AL713866.2
1110	ENSG00000260261	AC124944.3
1114	ENSG00000167962	ZNF598
1123	ENSG00000232212	LINC01701
1124	ENSG00000254880	PKNOX2-AS1
1125	ENSG00000227994	AL035417.1
1126	ENSG00000238037	OOSP1P1
1127	ENSG00000211751	TRBC1
1128	ENSG00000204983	PRSS1
1135	ENSG00000225412	BTNL2
1141	ENSG00000167535	CACNB3
1165	ENSG00000244273	PGBD4P1
1166	ENSG00000273175	BX323046.1
1167	ENSG00000220660	AL023284.3
1169	ENSG00000203667	COX20
1174	ENSG00000279838	AL356273.3
1175	ENSG00000233583	AL356273.1
1176	ENSG00000173627	APOBEC4
1178	ENSG00000277392	KIR3DL3
1179	ENSG00000230615	AL139220.2
1202	ENSG00000251050	AC112184.1
1203	ENSG00000198756	COLGALT2
1208	ENSG00000113296	THBS4
1215	ENSG00000255575	AC004812.1
1216	ENSG00000168813	ZNF507
1221	ENSG00000227163	AL139220.1
1222	ENSG00000159214	CCDC24
1233	ENSG00000185437	SH3BGR
1242	ENSG00000249778	TRMT112P2
1243	ENSG00000272864	AC135803.1
1244	ENSG00000271198	VDAC3P1
1245	ENSG00000231500	RPS18
1253	ENSG00000198860	TSEN15
1273	ENSG00000150433	TMEM218
1290	ENSG00000228349	RPS26P4
1291	ENSG00000271547	AC117498.3
1292	ENSG00000226210	WASH8P
1293	ENSG00000259062	ACTN1-AS1
1295	ENSG00000242293	RPS29P1
1296	ENSG00000182093	WRB
1320	ENSG00000274108	KIR2DL3
1321	ENSG00000157379	DHRS1
1332	ENSG00000108576	SLC6A4
1337	ENSG00000223501	VPS52
1348	ENSG00000116791	CRYZ
1355	ENSG00000259165	DDX18P1
1356	ENSG00000139990	DCAF5
1365	ENSG00000160691	SHC1
1376	ENSG00000231791	AL445228.1
1377	ENSG00000271387	AL445228.2
1378	ENSG00000230470	AL078645.1
1379	ENSG00000232036	AL078645.2
1380	ENSG00000116667	C1orf21
1385	ENSG00000267213	AC007773.1
1386	ENSG00000178904	DPY19L3
1398	ENSG00000285847	AL713852.1
1399	ENSG00000264125	AC104984.1
1400	ENSG00000278368	KIR3DL1
1402	ENSG00000170264	FAM161A
1409	ENSG00000116406	EDEM3
1415	ENSG00000235808	MYL6P2
1416	ENSG00000165105	RASEF
1418	ENSG00000232940	HCG25
1422	ENSG00000211749	TRBV23-1
1423	ENSG00000179914	ITLN1
1426	ENSG00000162623	TYW3
1434	ENSG00000000938	FGR
1441	ENSG00000276063	AL391262.1
1442	ENSG00000135842	FAM129A
1447	ENSG00000119403	PHF19
1461	ENSG00000278329	KIR2DP1
1462	ENSG00000213080	AL354714.2
1463	ENSG00000276465	KIR2DS4
1464	ENSG00000216519	AL023284.1
1465	ENSG00000277750	KIR2DL4
1466	ENSG00000260418	AL023284.4
1467	ENSG00000129351	ILF3
1491	ENSG00000229943	AC133865.1
1492	ENSG00000260976	LINC01633
1493	ENSG00000261213	AC099786.3
1494	ENSG00000158764	ITLN2
1497	ENSG00000232188	AL354714.3
1498	ENSG00000121481	RNF2
1502	ENSG00000233691	AL354714.4
1503	ENSG00000198358	AL354714.1
1504	ENSG00000224127	AC099786.1
1505	ENSG00000162624	LHX8
1508	ENSG00000277356	KIR2DL1
1509	ENSG00000074219	TEAD2
1519	ENSG00000232792	FTH1P25
1520	ENSG00000258957	AL359317.2
1523	ENSG00000258520	AL359317.1
1524	ENSG00000224149	AC099786.2
1525	ENSG00000100626	GALNT16
1535	ENSG00000275751	KIR3DP1
1537	ENSG00000121486	TRMT1L
1541	ENSG00000249054	FAM138D
1543	ENSG00000270149	AL591806.3
1545	ENSG00000249476	AC008467.1
1546	ENSG00000206245	C6orf10
1553	ENSG00000215845	TSTD1
1560	ENSG00000232879	AL591806.2
1561	ENSG00000103194	USP10
1580	ENSG00000158769	F11R
1586	ENSG00000135914	HTR2B
1587	ENSG00000238061	AL356273.2
1588	ENSG00000116668	SWT1
1591	ENSG00000206614	RNU6-477P
1592	ENSG00000265735	RN7SL5P
1593	ENSG00000240803	RN7SL231P
1594	ENSG00000201447	RNA5SP509
1595	ENSG00000277916	RF02271
1596	ENSG00000206764	RNU6-152P
1597	ENSG00000260682	RN7SKP176
1598	ENSG00000278374	RF00015
1599	ENSG00000251803	RF00019
1600	ENSG00000278775	RF01518
1601	ENSG00000278222	RN7SL536P
1602	ENSG00000222068	RN7SKP154
1603	ENSG00000201096	RNA5SP387
1604	ENSG00000265390	MIR4999
1605	ENSG00000239690	RN7SL668P
1606	ENSG00000278347	RF02218
1607	ENSG00000201813	RNU6-915P
1608	ENSG00000264493	MIR4298
1609	ENSG00000265138	RF00554
1610	ENSG00000201121	RNY1P12
1611	ENSG00000201028	RNU6-151P
1612	ENSG00000242560	RN7SL797P
1613	ENSG00000201843	RF00019
1614	ENSG00000199153	MIR30D
1615	ENSG00000238785	RNU7-92P
1616	ENSG00000223019	RNA5SP306
1617	ENSG00000201943	SNORD115-10
1618	ENSG00000266884	RF00003
1619	ENSG00000212396	RNA5SP323
1620	ENSG00000251802	RF00322
1621	ENSG00000273709	RF00004
1622	ENSG00000276066	VSTM1
1627	ENSG00000266381	RF00017
1628	ENSG00000277202	MIR8063
1629	ENSG00000200754	RF00019
1630	ENSG00000201407	RF00263
1631	ENSG00000252847	RNU2-46P
1632	ENSG00000239577	RN7SL388P
1633	ENSG00000207497	RF00019
1634	ENSG00000222448	RN7SKP150
1635	ENSG00000277031	RN7SL796P
1636	ENSG00000202184	RNU6-1283P
1637	ENSG00000265325	SNORD84
1638	ENSG00000201421	RF00019
1639	ENSG00000277153	RNU6-222P
1640	ENSG00000263993	RN7SL786P
1641	ENSG00000276220	AC012314.21
1642	ENSG00000207737	MIR181B2
1643	ENSG00000212187	RF00568
1644	ENSG00000207012	RNU6-72P
1645	ENSG00000198973	MIR375
1646	ENSG00000222806	RNA5SP225
1647	ENSG00000201342	RNU4-38P
1648	ENSG00000201292	RNU6-153P
1649	ENSG00000222107	RN7SKP117
1650	ENSG00000207408	RF00019
1651	ENSG00000199407	RNA5SP301
1652	ENSG00000272051	RF00019
1653	ENSG00000207381	RNU6-950P
1654	ENSG00000273677	RF02204
1655	ENSG00000251729	RNA5SP401
1656	ENSG00000221015	RNU6ATAC29P
1657	ENSG00000207930	MIR603
1658	ENSG00000206728	RF00019
1659	ENSG00000200355	RF00139
1660	ENSG00000274638	NLRP2
1664	ENSG00000199299	RNA5SP430
1665	ENSG00000201612	RN7SKP15
1666	ENSG00000274072	RF01684
1667	ENSG00000206752	RNU6-1323P
1668	ENSG00000202147	RNA5SP329
1669	ENSG00000195024	RNU1-15P
1670	ENSG00000279724	AC005086.2
1671	ENSG00000222624	RNU2-15P
1672	ENSG00000252366	RNA5SP367
1673	ENSG00000199739	RNU6-552P
1674	ENSG00000207500	SNORD102
1675	ENSG00000265156	SNORD52
1676	ENSG00000219806	ATP5PBP6
1677	ENSG00000218565	AL592429.1
1678	ENSG00000237892	KLF7-IT1
1679	ENSG00000164440	TXLNB
1681	ENSG00000224545	AC008264.1
1682	ENSG00000271267	AL353807.4
1683	ENSG00000273738	FCAR
1696	ENSG00000161671	EMC10
1704	ENSG00000270124	AC092127.2
1705	ENSG00000219201	AC138392.1
1706	ENSG00000268518	AC020909.2
1707	ENSG00000248428	AC010395.1
1708	ENSG00000251627	AC010395.2
1709	ENSG00000278079	KIR3DL1
1711	ENSG00000276779	KIR2DL4
1712	ENSG00000273526	KIR2DS4
1713	ENSG00000261799	AC007406.5
1714	ENSG00000231064	AC234582.1
1720	ENSG00000173171	MTX1
1727	ENSG00000160766	GBAP1
1735	ENSG00000257053	Z98941.1
1736	ENSG00000226415	TPI1P1
1737	ENSG00000257411	AC034102.2
1738	ENSG00000272855	AC104458.1
1739	ENSG00000170515	PA2G4
1746	ENSG00000273088	AL713999.1
1747	ENSG00000237499	AL357060.1
1753	ENSG00000164032	H2AFZ
1759	ENSG00000234850	MTND2P3
1760	ENSG00000070214	SLC44A1
1767	ENSG00000230798	FOXD3-AS1
1772	ENSG00000224209	LINC00466
1782	ENSG00000228734	AC096543.2
1783	ENSG00000203605	AC096543.1
1784	ENSG00000223955	MTND6P1
1785	ENSG00000229225	AL162400.2
1786	ENSG00000227485	AL162400.1
1787	ENSG00000229537	LINC01739
1792	ENSG00000167987	VPS37C
1796	ENSG00000237163	AC099794.2
1797	ENSG00000215601	TSPY24P
1798	ENSG00000185088	RPS27L
1806	ENSG00000254473	AL354920.1
1808	ENSG00000265139	AC005899.3
1809	ENSG00000027697	IFNGR1
1821	ENSG00000226380	LINC-PINT
1824	ENSG00000206235	TAP2
1829	ENSG00000186889	TMEM17
1832	ENSG00000235545	AC103923.1
1833	ENSG00000128165	ADM2
1835	ENSG00000226276	AC093382.1
1836	ENSG00000239893	ZNF736P9Y
1837	ENSG00000273863	AC010678.1
1838	ENSG00000100599	RIN3
1850	ENSG00000278854	AC007275.1
1851	ENSG00000142538	PTH2
1852	ENSG00000177151	OR2T35
1854	ENSG00000271701	AC098483.2
1855	ENSG00000105737	GRIK5
1861	ENSG00000233446	AL691517.1
1862	ENSG00000163348	PYGO2
1865	ENSG00000211753	TRBV28
1866	ENSG00000249912	TRBV26
1867	ENSG00000275158	TRBV12-5
1868	ENSG00000249921	AC034207.1
1869	ENSG00000196517	SLC6A9
1880	ENSG00000163344	PMVK
1881	ENSG00000284188	AL451007.3
1882	ENSG00000282317	AL451007.2
1883	ENSG00000105404	RABAC1
1893	ENSG00000198211	AC092143.1
1894	ENSG00000267133	AC011518.1
1897	ENSG00000219470	AL355802.1
1898	ENSG00000171453	POLR1C
1915	ENSG00000266236	NARF-IT1
1916	ENSG00000164309	CMYA5
1919	ENSG00000250258	AC008496.2
1920	ENSG00000224468	LAMC1-AS1
1921	ENSG00000118137	APOA1
1926	ENSG00000211725	TRBV5-5
1927	ENSG00000164330	EBF1
1938	ENSG00000123552	USP45
1951	ENSG00000253811	AC136424.2
1952	ENSG00000253409	TRBV7-4
1953	ENSG00000211739	TRBV12-2
1954	ENSG00000277704	AL445675.2
1955	ENSG00000224525	AL591686.1
1956	ENSG00000253424	AC025437.2
1957	ENSG00000235467	RPL10AP5
1958	ENSG00000226750	AL360271.2
1959	ENSG00000261400	AC011525.1
1960	ENSG00000253792	AC025437.5
1961	ENSG00000267465	AC011525.2
1964	ENSG00000183495	EP400
1973	ENSG00000261527	AC026464.5
1974	ENSG00000116786	PLEKHM2
1979	ENSG00000256311	AC084880.2
1980	ENSG00000228844	AL358176.3
1981	ENSG00000231440	AL358176.4
1982	ENSG00000256884	AC084880.4
1983	ENSG00000242100	RPL9P32
1984	ENSG00000177192	PUS1
1995	ENSG00000228818	AL359918.1
1996	ENSG00000119711	ALDH6A1
2003	ENSG00000255992	AC131009.1
2004	ENSG00000255618	LINC02440
2005	ENSG00000275759	AC026367.3
2006	ENSG00000275409	AC026367.2
2007	ENSG00000152413	HOMER1
2012	ENSG00000213755	AC093270.1
2013	ENSG00000279283	AC131009.4
2014	ENSG00000177169	ULK1
2021	ENSG00000270711	AL162431.4
2022	ENSG00000233355	CHRM3-AS2
2031	ENSG00000229780	UBE2Q1-AS1
2032	ENSG00000224783	MIPEPP2
2033	ENSG00000270188	MTRNR2L11
2034	ENSG00000119723	COQ6
2054	ENSG00000108984	MAP2K6
2063	ENSG00000283174	AL590396.3
2064	ENSG00000260564	AL161912.2
2065	ENSG00000285649	AL357079.2
2066	ENSG00000251204	AC027313.1
2067	ENSG00000116260	QSOX1
2071	ENSG00000261831	AL353708.2
2072	ENSG00000139223	ANP32D
2073	ENSG00000146410	MTFR2
2080	ENSG00000273605	AC209234.1
2081	ENSG00000237920	AL162591.1
2082	ENSG00000282623	AL078601.7
2083	ENSG00000143337	TOR1AIP1
2095	ENSG00000167528	ZNF641
2105	ENSG00000162620	LRRIQ3
2115	ENSG00000232699	BDH2P1
2116	ENSG00000236697	GPSM3
2121	ENSG00000127554	GFER
2126	ENSG00000248294	AC008780.1
2127	ENSG00000279691	AC113410.3
2128	ENSG00000130368	MAS1
2129	ENSG00000236823	AL035691.1
2130	ENSG00000122970	IFT81
2139	ENSG00000119333	WDR34
2145	ENSG00000160469	BRSK1
2153	ENSG00000127191	TRAF2
2161	ENSG00000146263	MMS22L
2173	ENSG00000211882	TRAJ7
2174	ENSG00000236383	CCDC200
2190	ENSG00000211877	TRAJ12
2191	ENSG00000211878	TRAJ11
2192	ENSG00000176903	PNMA1
2193	ENSG00000235785	AL109767.1
2194	ENSG00000253798	AC008694.1
2196	ENSG00000187658	C5orf52
2197	ENSG00000211869	TRAJ20
2198	ENSG00000124279	FASTKD3
2206	ENSG00000127329	PTPRB
2217	ENSG00000276450	NCR1
2218	ENSG00000231859	AC079781.1
2219	ENSG00000248757	LINC02115
2220	ENSG00000238228	OR7E7P
2221	ENSG00000143669	LYST
2233	ENSG00000255000	AC139103.1
2234	ENSG00000223374	AC005104.1
2235	ENSG00000123545	NDUFAF4
2238	ENSG00000105388	CEACAM5
2248	ENSG00000165671	NSD1
2265	ENSG00000240729	AC146507.2
2266	ENSG00000236085	ACTG1P4
2267	ENSG00000211858	TRAJ31
2268	ENSG00000172461	FUT9
2270	ENSG00000223823	LINC01342
2271	ENSG00000224062	TUBB4BP5
2272	ENSG00000132693	CRP
2279	ENSG00000143612	C1orf43
2290	ENSG00000279180	AC061709.2
2291	ENSG00000257835	AC073591.1
2292	ENSG00000257220	FAM213AP1
2293	ENSG00000280190	AC027279.4
2294	ENSG00000211848	TRAJ41
2295	ENSG00000228560	AL513323.1
2296	ENSG00000260816	AC027279.1
2297	ENSG00000248442	OR10J7P
2298	ENSG00000279732	AC027279.3
2299	ENSG00000249197	OR10J9P
2300	ENSG00000211845	TRAJ44
2301	ENSG00000256001	AC079949.1
2303	ENSG00000059804	SLC2A3
2314	ENSG00000114859	CLCN2
2336	ENSG00000258795	AL132719.1
2337	ENSG00000276972	AC078880.5
2338	ENSG00000279705	AC092701.1
2339	ENSG00000261055	AL450468.2
2340	ENSG00000235994	HGC6.3
2342	ENSG00000168264	IRF2BP2
2345	ENSG00000251508	AL133380.1
2346	ENSG00000224605	AL080284.1
2347	ENSG00000070756	PABPC1
2371	ENSG00000134202	GSTM3
2377	ENSG00000161011	SQSTM1
2393	ENSG00000198758	EPS8L3
2403	ENSG00000259548	AC021483.1
2404	ENSG00000270615	SGO1P1
2405	ENSG00000229494	AC012494.1
2406	ENSG00000150991	UBC
2420	ENSG00000267240	AC011524.2
2421	ENSG00000214546	AC087491.1
2422	ENSG00000235174	RPL39P3
2423	ENSG00000230864	AC099567.1
2424	ENSG00000188340	OR6N2
2426	ENSG00000231332	OOEP-AS1
2427	ENSG00000116991	SIPA1L2
2433	ENSG00000118733	OLFM3
2439	ENSG00000224436	BX323014.1
2440	ENSG00000236372	AL353052.2
2441	ENSG00000285407	AL033530.1
2444	ENSG00000285041	AL035412.1
2445	ENSG00000266963	AC005625.1
2446	ENSG00000231178	AL357832.1
2447	ENSG00000226715	LINC01709
2450	ENSG00000260806	AL163051.1
2451	ENSG00000251250	AC091951.3
2454	ENSG00000270106	TSNAX-DISC1
2462	ENSG00000235086	FNDC1-IT1
2463	ENSG00000267617	AC007795.1
2464	ENSG00000224977	AL121983.1
2465	ENSG00000258695	AC005225.3
2466	ENSG00000184227	ACOT1
2468	ENSG00000121413	ZSCAN18
2485	ENSG00000154263	ABCA10
2497	ENSG00000168765	GSTM4
2510	ENSG00000258788	CKS1BP1
2511	ENSG00000274944	GJA9-MYCBP
2515	ENSG00000106477	CEP41
2534	ENSG00000214114	MYCBP
2538	ENSG00000100721	TCL1A
2547	ENSG00000268660	LETM1P2
2548	ENSG00000238063	LINC01685
2552	ENSG00000270837	HNRNPDLP4
2553	ENSG00000235974	VN2R19P
2554	ENSG00000211820	TRAV41
2555	ENSG00000105607	GCDH
2571	ENSG00000076321	KLHL20
2576	ENSG00000258835	TRAV28
2577	ENSG00000158246	TENT5B
2578	ENSG00000120337	TNFSF18
2579	ENSG00000196498	NCOR2
2603	ENSG00000223589	AL139158.1
2604	ENSG00000250103	PANCR
2606	ENSG00000230942	HMGN1P5
2607	ENSG00000161021	MAML1
2610	ENSG00000198944	SOWAHA
2611	ENSG00000182118	FAM89A
2614	ENSG00000123179	EBPL
2621	ENSG00000173480	ZNF417
2628	ENSG00000235324	BX649210.2
2629	ENSG00000258609	LINC-ROR
2637	ENSG00000105329	TGFB1
2641	ENSG00000269662	BNIP3P39
2642	ENSG00000269938	AC068790.2
2643	ENSG00000258482	TRAV15
2644	ENSG00000219249	AMZ2P2
2645	ENSG00000248468	AC107027.1
2646	ENSG00000224690	UBE2D3P3
2647	ENSG00000253217	AP001574.1
2648	ENSG00000249747	LINC02374
2650	ENSG00000211776	TRAV2
2651	ENSG00000257452	AC004551.1
2652	ENSG00000105612	DNASE2
2656	ENSG00000272966	AC064836.2
2657	ENSG00000231563	AL670729.1
2658	ENSG00000254311	SNRPCP17
2659	ENSG00000275201	AC074140.1
2660	ENSG00000277319	AL161616.1
2661	ENSG00000104783	KCNN4
2672	ENSG00000257042	AC008011.2
2673	ENSG00000102076	OPN1LW
2676	ENSG00000231861	OR5K2
2677	ENSG00000219700	PTCHD3P3
2678	ENSG00000230624	DDX39B
2701	ENSG00000236902	LY6G6D
2705	ENSG00000171806	METTL18
2708	ENSG00000165821	SALL2
2715	ENSG00000158786	PLA2G2F
2717	ENSG00000074276	CDHR2
2724	ENSG00000225963	AC009950.1
2735	ENSG00000273008	AC010864.1
2736	ENSG00000217653	AL353692.1
2737	ENSG00000116717	GADD45A
2744	ENSG00000167644	C19orf33
2748	ENSG00000269846	AL136172.1
2749	ENSG00000274559	H2BFS
2750	ENSG00000124356	STAMBP
2761	ENSG00000119392	GLE1
2764	ENSG00000205089	CCNI2
2768	ENSG00000145332	KLHL8
2776	ENSG00000240828	RPL21P4
2777	ENSG00000135472	FAIM2
2784	ENSG00000255076	AC084838.1
2785	ENSG00000254575	AC022039.1
2786	ENSG00000270462	AC005034.2
2787	ENSG00000228126	FALEC
2788	ENSG00000228697	AL023755.1
2792	ENSG00000234682	VDAC2P4
2793	ENSG00000198805	PNP
2801	ENSG00000215833	QRSL1P1
2802	ENSG00000143185	XCL2
2803	ENSG00000227777	AL031736.1
2804	ENSG00000258988	AL135978.1
2805	ENSG00000143184	XCL1
2806	ENSG00000172717	FAM71D
2817	ENSG00000169418	NPR1
2820	ENSG00000253797	UTP14C
2821	ENSG00000229757	AL031736.2
2822	ENSG00000115464	USP34
2844	ENSG00000143314	MRPL24
2850	ENSG00000253710	ALG11
2858	ENSG00000232106	C6orf10
2863	ENSG00000235736	AL031275.1
2864	ENSG00000229612	SUMO1P2
2865	ENSG00000213063	RPL29P7
2866	ENSG00000005436	GCFC2
2877	ENSG00000186965	KRTAP19-2
2878	ENSG00000225826	LINC00626
2879	ENSG00000143196	DPT
2880	ENSG00000279669	AC079801.1
2881	ENSG00000165621	OXGR1
2885	ENSG00000165178	NCF1C
2886	ENSG00000203601	LINC00970
2887	ENSG00000258757	AL133453.1
2888	ENSG00000285622	AL135926.1
2889	ENSG00000237707	AL031726.1
2890	ENSG00000279141	LINC01451
2893	ENSG00000148153	INIP
2899	ENSG00000244025	KRTAP19-3
2900	ENSG00000235015	GEMIN2P1
2901	ENSG00000186967	KRTAP19-4
2902	ENSG00000270763	DDX43P2
2903	ENSG00000279104	AC093775.1
2904	ENSG00000186977	KRTAP19-5
2905	ENSG00000233124	LINC00456
2906	ENSG00000143384	MCL1
2910	ENSG00000183955	KMT5A
2919	ENSG00000146083	RNF44
2927	ENSG00000172889	EGFL7
2934	ENSG00000237295	HNRNPA1P2
2935	ENSG00000277976	KRT18P40
2936	ENSG00000254051	AC011853.1
2937	ENSG00000272265	AC034236.3
2938	ENSG00000046889	PREX2
2943	ENSG00000164187	LMBRD2
2946	ENSG00000279974	AC008739.6
2947	ENSG00000274782	KIR2DL1
2948	ENSG00000276996	SLC6A3
2951	ENSG00000233496	SYNJ2-IT1
2952	ENSG00000203804	ADAMTSL4-AS1
2955	ENSG00000188730	VWC2
2956	ENSG00000143382	ADAMTSL4
2962	ENSG00000279840	AC004801.7
2963	ENSG00000273688	KIR3DP1
2964	ENSG00000223893	GNL2P1
2965	ENSG00000150977	RILPL2
2966	ENSG00000089169	RPH3A
2993	ENSG00000232916	HMGN2P27
2994	ENSG00000042813	ZPBP
3000	ENSG00000250015	AC018752.1
3001	ENSG00000270445	AC145423.1
3002	ENSG00000145781	COMMD10
3009	ENSG00000237841	KRTAP19-9P
3010	ENSG00000158560	DYNC1I1
3022	ENSG00000117477	CCDC181
3029	ENSG00000235312	KRTAP19-10P
3030	ENSG00000218125	AP000567.1
3031	ENSG00000236612	KRTAP19-11P
3032	ENSG00000278754	AL513423.1
3033	ENSG00000166226	CCT2
3047	ENSG00000186925	KRTAP19-6
3048	ENSG00000142583	SLC2A5
3058	ENSG00000213362	FTH1P12
3059	ENSG00000274427	AC145423.2
3060	ENSG00000244362	KRTAP19-7
3061	ENSG00000278112	AC145423.3
3062	ENSG00000184209	SNRNP35
3068	ENSG00000206106	KRTAP22-2
3069	ENSG00000212938	KRTAP6-3
3070	ENSG00000186930	KRTAP6-2
